step,time,energy,E_over_E0
0,0,39.28853391923779,1
10,0.25,39.28853391923774,0.9999999999999988
20,0.5,39.28853391923769,0.9999999999999973
30,0.75,39.28853391923804,1.000000000000006
40,1,39.288533919238,1.000000000000005
50,1.25,39.28853391923797,1.000000000000004
60,1.5,39.28853391923791,1.000000000000003
70,1.75,39.28853391923781,1
80,2,39.28853391923775,0.9999999999999989
90,2.25,39.28853391923768,0.9999999999999971
100,2.5,39.28853391923764,0.9999999999999962
110,2.75,39.28853391923755,0.9999999999999939
120,3,39.28853391923752,0.9999999999999929
130,3.25,39.28853391923741,0.9999999999999902
140,3.5,39.28853391923739,0.9999999999999899
150,3.75,39.28853391923732,0.999999999999988
160,4,39.28853391923728,0.999999999999987
170,4.25,39.28853391923736,0.999999999999989
180,4.5,39.28853391923731,0.9999999999999877
190,4.75,39.28853391923725,0.9999999999999862
200,5,39.2885339192372,0.9999999999999848
210,5.25,39.28853391923713,0.9999999999999832
220,5.5,39.28853391923724,0.9999999999999859
230,5.75,39.28853391923717,0.9999999999999842
240,6,39.28853391923709,0.9999999999999821
250,6.25,39.28853391923703,0.9999999999999807
260,6.5,39.28853391923689,0.999999999999977
270,6.75,39.28853391923683,0.9999999999999756
280,7,39.28853391923681,0.9999999999999749
290,7.25,39.28853391923673,0.999999999999973
300,7.5,39.28853391923664,0.9999999999999707
310,7.75,39.28853391923661,0.9999999999999698
320,8,39.28853391923661,0.99999999999997
330,8.25,39.28853391923654,0.999999999999968
340,8.5,39.28853391923648,0.9999999999999666
350,8.75,39.28853391923644,0.9999999999999655
360,9,39.28853391923641,0.9999999999999649
370,9.25,39.28853391923638,0.999999999999964
380,9.5,39.28853391923631,0.9999999999999624
390,9.75,39.28853391923625,0.9999999999999608
400,10,39.28853391923622,0.9999999999999598
