step,time,au,av,phase,phase_unwrapped,omega_inst,phase_drift,au_exact,av_exact
0,0,1,0,-0,-0,0,-0,1,-0
1,0.2,0.1169960376353441,-8.830039623646506,1.453601436326845,1.453601436326845,7.268007181634224,-0.3235517389365017,-0.2048954095071392,-8.697244344067439
2,0.4,-0.9726238514142799,-2.066159266849761,2.90692776373837,2.90692776373837,7.266631637057627,-0.6473785867883226,-0.9160357423258035,3.564050882922695
3,0.6000000000000001,-0.3445823161394235,8.346574619598266,-1.922396052861012,4.360789254318574,7.269307452901015,-0.9706702714714659,0.5802784466011828,7.236729013745984
4,0.8,0.8919943214302539,4.019191756098524,-0.4693004665641297,5.813884840615456,7.265477931484414,-1.29472786043793,0.6782429624367717,-6.529595992450053
5,1,0.5533019189360449,-7.406115781040544,0.9847498814530947,7.267935188632681,7.270251740086124,-1.617830687684052,-0.8582161856688175,-4.56096052416753
6,1.2,-0.7625260538770919,-5.752163947090819,2.437708950504777,8.720894257684362,7.264795345258402,-1.942024793895717,-0.3265538488202366,8.39863574114046
7,1.4,-0.7317269762905556,6.060154722956113,-2.391349243830238,10.17502137052893,7.270635564222864,-2.265050856314492,0.9920349548291275,1.119276705202981
8,1.6,0.5913077394082128,7.170192434031549,-0.9384030104594454,11.62796760389973,7.264731166853961,-2.589257798207045,-0.07997296780998368,-8.857305058869194
9,1.8,0.8700883019427524,-4.382386808686088,0.5156723200550224,13.08204293441419,7.270376652572336,-2.912335642955926,-0.9592627668512714,2.510365589130332
10,2,-0.3877139688151484,-8.195635898892885,1.96873216873569,14.53510278309486,7.265299243403335,-3.236428969538604,0.4730700426878686,7.828580288074217
11,2.2,-0.9608102997304253,2.464672589740061,-2.860547111369142,15.98900881016962,7.269530135373768,-3.559676117727196,0.76540300660709,-5.718445917099296
12,2.4,0.1628919706039794,8.772350113603935,-1.407271689383321,17.44228423215544,7.266377109929103,-3.883553871004722,-0.7867251676413801,-5.485213652217234
13,2.6,0.9989257302238032,-0.4120125174056538,0.04638427005796592,18.89594019159673,7.268279797206453,-4.20705108682678,-0.4430102558201825,7.966236112109704
