step,time,au,av,phase,phase_unwrapped,omega_inst,phase_drift
0,0,1,0,-0,-0,0,-0
1,0.01,0.9957517136177917,-0.8496572764417315,0.09573444544027822,0.09573444544027822,9.573444544027822,0.006876786677110891
2,0.02,0.9830432983320662,-1.69202578070349,0.1913348248926096,0.1913348248926096,9.560037945233136,0.01361950736627493
3,0.03,0.9619837303402962,-2.519887817650666,0.2866738144547678,0.2866738144547678,9.533898956215818,0.02010083816526581
4,0.04,0.9327534611977089,-3.326166010867028,0.3816369312369776,0.3816369312369776,9.496311678220986,0.02620629618430831
5,0.05,0.8956026858153664,-4.10398906560161,0.4761274602238393,0.4761274602238393,9.449052898686165,0.03183916640800266
6,0.06,0.8508489766599848,-4.846752765474765,0.5700698796040254,0.5700698796040254,9.39424193801862,0.03692392702502156
7,0.07000000000000001,0.7988743359171536,-5.548175383091548,0.6634116912156206,0.6634116912156206,9.334181161159508,0.0414080798734493
8,0.08,0.7401217230192416,-6.202347196490869,0.7561237827379683,0.7561237827379683,9.271209152234777,0.0452625126326297
9,0.09,0.6750911156051925,-6.803774286318985,0.848199609670158,0.848199609670158,9.207582693218967,0.04848068080165213
10,0.1,0.604335158294718,-7.347417175775945,0.9396535652148007,0.9396535652148007,9.145395554464267,0.05107697758312746
11,0.11,0.5284544468366354,-7.828725115840569,1.030518903930888,1.030518903930888,9.086533871608731,0.05308465753604741
12,0.12,0.448092486834082,-8.243666884670109,1.12084551711021,1.12084551711021,9.032661317932238,0.05455361195220254
13,0.13,0.3639303580995861,-8.588758862229032,1.210697751181578,1.210697751181578,8.985223407136781,0.05554818726040289
14,0.14,0.2766811093609111,-8.861090885505925,1.300152344260783,1.300152344260783,8.945459307920471,0.05614512157644036
15,0.15,0.1870839047620569,-9.058350034264818,1.389296455313393,1.389296455313393,8.914411105261028,0.05643157386588338
16,0.16,0.09589794407082465,-9.178842103981559,1.478225692250655,1.478225692250655,8.892923693726221,0.05650315203997813
17,0.17,0.003896182765983637,-9.22151015698657,1.567042017075208,1.567042017075208,8.881632482455274,0.05646181810136364
18,0.18,-0.08814111433833206,-9.185949263876511,1.655851416537852,1.655851416537852,8.880939946264437,0.05641355880084076
19,0.19,-0.1794329426503466,-9.072416398526359,1.744761267571733,1.744761267571733,8.890985103388052,0.05646575107155383
20,0.2,-0.2692041969103769,-8.881834453479682,1.833877386092819,1.833877386092819,8.911611852108573,0.05672421082947232
21,0.21,-0.3566923166574377,-8.6157894959325,1.923300812638934,1.923300812638934,8.942342654611529,0.05728997861242013
22,0.22,-0.4411538674521651,-8.276520663013033,2.013124447132113,2.013124447132113,8.982363449317901,0.05825595434243191
23,0.23,-0.5218709830463381,-7.866902455821585,2.103429689059774,2.103429689059774,9.030524192766123,0.05970353750692592
24,0.24,-0.5981575932337196,-7.390419581654797,2.19428326353896,2.19428326353896,9.085357447918536,0.06169945322294401
25,0.25,-0.6693653654341518,-6.851134858431712,2.285734416829176,2.285734416829176,9.14511532902166,0.06429294774999317
26,0.26,-0.7348892946619638,-6.253650987130762,2.377812649086608,2.377812649086608,9.207823225743175,0.06751352124425747
27,0.27,-0.7941728855164131,-5.603067183759125,2.470526122297574,2.470526122297574,9.271347321096615,0.07136933569205661
28,0.28,-0.8467128800714976,-4.904931727257812,2.563860843588899,2.563860843588899,9.333472129132483,0.075846398220214
29,0.29,-0.8920634958513267,-4.165191428708037,2.657780684612955,2.657780684612955,9.391984102405626,0.08090858048110272
30,0.3,-0.929840147408311,-3.390138882688732,2.752228260975219,2.752228260975219,9.444757636226377,0.08649849808019949
31,0.31,-0.9597226326155752,-2.586358158764024,2.847126663474661,2.847126663474661,9.489840249944184,0.09253924181647388
32,0.32,-0.9814577702645256,-1.760669371025995,2.94238200391966,2.94238200391966,9.525534044499953,0.09893692349830596
33,0.33,-0.9948614789517194,-0.9200723664128704,3.037886708840929,3.037886708840929,9.550470492126841,0.1055839696564074
34,0.34,-0.9998202889364608,-0.07168963053485414,3.133523460564327,3.133523460564327,9.56367517233975,0.1123630626166374
35,0.35,-0.9962922793035772,0.777291557111299,-3.054015662260413,3.229169644919173,9.564618435484631,0.1191515882083163
36,0.36,-0.9843074331517496,1.619677673254172,-2.958483186705103,3.324702120474483,9.553247555531064,0.1258264050004598
37,0.37,-0.9639674044020017,2.448328076695359,-2.863183224856322,3.420002082323264,9.529996184878122,0.1322687080860736
38,0.38,-0.9354446917878373,3.256214446137316,-2.768225543237229,3.514959763942358,9.495768161909304,0.1383687309419992
39,0.39,-0.8989812190053627,4.036480110357396,-2.673706593645159,3.609478713534427,9.451894959206966,0.1440300217709014
40,0.4,-0.8548863249371833,4.782498703278533,-2.579705904131663,3.703479403047923,9.400068951349541,0.1491730525212298
41,0.41,-0.8035341741067565,5.487931462806822,-2.48628332802306,3.796901979156527,9.342257610860374,0.1537379698666661
42,0.42,-0.7453606046383748,6.146782430869519,-2.393477267804256,3.889708039375331,9.280606021880454,0.1576863713223031
43,0.43,-0.680859438431345,6.753450810536453,-2.301303905805981,3.981881401373605,9.217336199827466,0.1610020745574108
44,0.44,-0.6105782854226222,7.302779791208161,-2.209757391764043,4.073427915415543,9.15465140419375,0.1636909298361808
45,0.45,-0.5351138802061147,7.790101252093375,-2.118810871038948,4.164374436140639,9.094652072509559,0.165779791798109
46,0.46,-0.4551069945508189,8.211275878965809,-2.02841819493272,4.254767112246867,9.039267610622828,0.1673148091411703
47,0.47,-0.3712369733618254,8.562728358832933,-1.938516138887415,4.344669168292173,8.990205604530559,0.1683592064233084
48,0.48,-0.2842159444022873,8.841477433074701,-1.84902696287123,4.434158344308358,8.948917601618552,0.1689907236763268
49,0.49,-0.1947827538436203,9.045160678658712,-1.759861174580285,4.523324132599303,8.916578829094483,0.1692988532041042
50,0.5,-0.1036966807327267,9.172053943519996,-1.670920391965432,4.612264915214156,8.894078261485287,0.1693819770557896
51,0.51,-0.01173098407373111,9.221085388279111,-1.582100238832223,4.701085068347365,8.882015313320927,0.1693444714258314
52,0.52,0.08033366332247324,9.191844090961725,-1.493293239135239,4.789892068044349,8.880699969698373,0.1692938123596477
53,0.53,0.1717157996132513,9.084583167193838,-1.404391697657386,4.878793609522202,8.890154147785349,0.1693376950743337
54,0.54,0.261639802245712,8.900217359298219,-1.315290565074265,4.967894742105323,8.910113258312073,0.1695811688942879
55,0.55,0.349342464368694,8.640315065298072,-1.225890284199668,5.05729502297992,8.940028087459677,0.1701237910057172
56,0.5600000000000001,0.4340794637933346,8.307084819629926,-1.136099603360048,5.14708570381954,8.979068083961998,0.1710568130821697
57,0.5700000000000001,0.5151316693997655,7.903356301656141,-1.045838325149157,5.237346982030432,9.026127821089149,0.1724604325298937
58,0.58,0.5918112310572294,7.432556029836553,-0.9550399373343569,5.328145369845231,9.079838781480024,0.1744011615815264
59,0.59,0.6634674011453309,6.898677987783688,-0.8636540502758285,5.41953125690376,9.138588705852859,0.1769293898768876
60,0.6,0.7294920386347917,6.306249510108456,-0.7716485442942883,5.5115367628853,9.200550598154047,0.1800772370952615
61,0.61,0.7893247502769017,5.660292818313506,-0.6790113130264512,5.604173994153137,9.263723126783665,0.1838568095999307
62,0.62,0.8424576275229593,4.966282630898001,-0.5857514769197534,5.697433830259834,9.325983610669732,0.1882589869434605
63,0.63,0.8884395420470663,4.230100273923266,-0.4918999369550434,5.791285370224545,9.38515399647101,0.1932528681450032
64,0.64,0.9268799668762497,3.457984691913269,-0.3975091453654621,5.885676161814126,9.43907915895811,0.1987860009714169
65,0.65,0.957452293904879,2.656480713812503,-0.3026519909197981,5.98053331625979,9.485715444566436,0.2047854966539138
66,0.66,0.9798966218691225,1.832384879036252,-0.207419734354095,6.075765572825493,9.523225656570302,0.2111600944564502
67,0.67,0.9940219917163993,0.9926890904192234,-0.1119189862375223,6.171266320942066,9.550074811657252,0.2178031838098553
68,0.68,0.9997080489113199,0.1445223485643856,-0.01626779318254392,6.266917513997044,9.565119305497829,0.2245967181016661
69,0.6900000000000001,0.9969061148818151,-0.7049091544671723,0.07940901740434658,6.362594324583934,9.567681058689006,0.2314158699253888
70,0.7000000000000001,0.9856396528986691,-1.548383242164195,0.1749849998000826,6.45817030697967,9.557598239573553,0.2381341935579568
71,0.71,0.9660041175583434,-2.378723825900852,0.270337455761994,6.553522762941581,9.535245596191197,0.2446289907567012
72,0.72,0.9381661819728966,-3.188863291188154,0.3653526586877383,6.648537965867325,9.501520292574375,0.2507865349192784
73,0.73,0.902362342876346,-3.971904528121564,0.4599305893802086,6.743115896559795,9.45779306924698,0.2565068068485807
74,0.74,0.8588969110527385,-4.721181836599538,0.5539888777348466,6.837174184914433,9.405828835463828,0.2617074364400516
75,0.75,0.8081394024925413,-5.430319875439952,0.6474657236901672,6.930651030869754,9.347684595532071,0.2663266236322048
76,0.76,0.750521354034682,-6.093289816131971,0.7403216751164442,7.023506982296031,9.285595142627647,0.2703249162953139
77,0.77,0.6865325953856207,-6.704461913680383,0.8325402526357953,7.115725559815382,9.221857751935127,0.2736858350514977
78,0.78,0.616717016734554,-7.258653816533047,0.924127513787078,7.207312820966664,9.158726115128237,0.2764154374396126
79,0.79,0.5416678771853152,-7.751174093314809,1.015110726929353,7.298296034108939,9.098321314227489,0.2785409918187209
80,0.8,0.4620227035349215,-8.177860636763979,1.105536370196786,7.388721677376372,9.042564326743276,0.2801089763229863
81,0.8100000000000001,0.378457831395916,-8.535113791037135,1.19546768078589,7.478652987965476,8.993131058910368,0.2811826281489225
