step,time,au,av,phase,phase_unwrapped,omega_inst,phase_drift
0,0,1,0,-0,-0,0,-0
1,0.001,0.9999899468697143,-0.02010626057384052,0.004525513213937909,0.004525513213937909,4.525513213937909,8.263027577954263e-05
2,0.002,0.9999597876822642,-0.04021211432746833,0.009051022467186072,0.009051022467186072,4.525509253248162,0.0001652565908693386
3,0.003,0.9999095230478748,-0.06031715445216285,0.01357652380016147,0.01357652380016147,4.525501332975399,0.0002478749856863714
4,0.004,0.9998391539835682,-0.08042097416218302,0.01810201325549323,0.01810201325549323,4.525489455331758,0.0003304815028597613
5,0.005,0.9997486819131332,-0.1005231667062449,0.02262748687912543,0.02262748687912543,4.525473623632207,0.0004130721883336026
6,0.006,0.99963810866709,-0.1206233253789847,0.0271529407214159,0.0271529407214159,4.525453842290466,0.0004956430924657022
7,0.007,0.9995074364826334,-0.1407210435324021,0.03167837083822989,0.03167837083822989,4.525430116813993,0.0005781902711213295
8,0.008,0.9993566680035728,-0.1608159145872802,0.03620377329202713,0.03620377329202713,4.525402453797233,0.0006607097867601941
9,0.009000000000000001,0.9991858062802557,-0.1809075320445757,0.04072914415294116,0.04072914415294116,4.525370860914031,0.0007431977095158637
10,0.01,0.9989948547694838,-0.2009954894967753,0.04525447949984951,0.04525447949984951,4.525335346908352,0.0008256501182658457
11,0.011,0.9987838173344145,-0.2210793806392152,0.04977977542143358,0.04977977542143358,4.525295921584076,0.0009080631016915586
12,0.012,0.9985526982444528,-0.2411587992813551,0.05430502801722696,0.05430502801722696,4.525252595793376,0.0009904327593265663
13,0.013,0.9983015021751314,-0.2612333393580077,0.05883023339865104,0.05883023339865104,4.525205381424073,0.001072755202592271
14,0.014,0.9980302342079805,-0.2813025949405133,0.06335538769003637,0.06335538769003637,4.52515429138534,0.001155026555819248
15,0.015,0.9977388998303844,-0.3013661602478599,0.06788048702962936,0.06788048702962936,4.525099339592987,0.001237242957253873
16,0.016,0.9974275049354295,-0.3214236296577419,0.07240552757058218,0.07240552757058218,4.525040540952814,0.001319400560048312
17,0.017,0.9970960558217398,-0.3414745977175537,0.07693050548192547,0.07693050548192547,4.524977911343288,0.001401495533233238
18,0.018,0.9967445591933012,-0.3615186591553139,0.08145541694952267,0.08145541694952267,4.5249114675972,0.001483524062672076
19,0.019,0.996373022159276,-0.3815554088905173,0.08598025817700454,0.08598025817700454,4.52484122748188,0.001565482351995592
20,0.02,0.9959814522338059,-0.4015844420449077,0.0905050253866832,0.0905050253866832,4.524767209678658,0.001647366623515875
21,0.021,0.9955698573358043,-0.4216053539531726,0.09502971482044471,0.09502971482044471,4.524689433761507,0.001729173119119021
22,0.022,0.9951382457887403,-0.4416177401735498,0.09955432274061858,0.09955432274061858,4.524607920173879,0.001810898101134537
23,0.023,0.9946866263204036,-0.4616211964983485,0.104078845430825,0.104078845430825,4.524522690206378,0.001892537853182538
24,0.024,0.9942150080626718,-0.4816153189643765,0.108603279196796,0.108603279196796,4.524433765971027,0.001974088680995204
25,0.025,0.9937234005512573,-0.5015997038632732,0.1131276203671732,0.1131276203671732,4.524341170377154,0.002055546913213996
26,0.026,0.9932118137254491,-0.5215739477517441,0.1176518652942779,0.1176518652942779,4.524244927104775,0.002136908902160395
27,0.027,0.9926802579278415,-0.5415376474616937,0.1221760103548562,0.1221760103548562,4.524145060578311,0.002218171024580343
28,0.028,0.992128743904055,-0.5614904001102531,0.1267000519507948,0.1267000519507948,4.524041595938523,0.002299329682360504
29,0.029,0.9915572828024442,-0.5814318031097017,0.1312239865098101,0.1312239865098101,4.523934559015337,0.002380381303217466
30,0.03,0.9909658861738,-0.6013614541772784,0.1357478104861081,0.1357478104861081,4.523823976298036,0.002461322341357153
31,0.031,0.990354565971038,-0.6212789513448801,0.1402715203610148,0.1402715203610148,4.523709874906685,0.002542149278105477
32,0.032,0.9897233345488805,-0.6411838929686455,0.1447951126435766,0.1447951126435766,4.523592282561824,0.002622858622508911
33,0.033,0.9890722046635261,-0.6610758777384229,0.1493185838711313,0.1493185838711313,4.523471227554694,0.002703446911905244
34,0.034,0.9884011894723125,-0.6809545046871184,0.1538419306098472,0.1538419306098472,4.523346738715901,0.002783910712462784
35,0.035,0.987710302533368,-0.7008193731999228,0.1583651494552317,0.1583651494552317,4.523218845384449,0.002864246619688871
36,0.036,0.9869995578052555,-0.7206700830234177,0.1628882370326084,0.1628882370326084,4.523087577376679,0.002944451258907188
37,0.037,0.9862689696466055,-0.7405062342745555,0.1674111899975622,0.1674111899975622,4.522952964953864,0.003024521285702686
38,0.038,0.9855185528157425,-0.7603274274495171,0.1719340050363529,0.1719340050363529,4.52281503879073,0.003104453386335054
39,0.039,0.9847483224703005,-0.7801332634324402,0.1764566788662964,0.1764566788662964,4.522673829943476,0.003184244278120141
40,0.04,0.9839582941668312,-0.7999233435040224,0.1809792082361132,0.1809792082361132,4.52252936981681,0.003263890709778589
41,0.041,0.9831484838604034,-0.8196972693499951,0.1855015899262455,0.1855015899262455,4.522381690132217,0.003343389461752444
42,0.042,0.9823189079041927,-0.8394546430694688,0.1900238207491411,0.1900238207491411,4.522230822895625,0.003422737346489707
43,0.043,0.9814695830490656,-0.85919506718315,0.1945458975495057,0.1945458975495057,4.522076800364617,0.003501931208695963
44,0.044,0.9806005264431521,-0.8789181446414271,0.1990678172045227,0.1990678172045227,4.521919655017054,0.003580967925554651
45,0.045,0.9797117556314143,-0.8986234788323278,0.2035895766240401,0.2035895766240401,4.521759419517403,0.003659844406913693
46,0.046,0.9788032885552025,-0.9183106735893474,0.2081111727507273,0.2081111727507273,4.521596126687173,0.003738557595442477
47,0.047,0.9778751435518073,-0.9379793331991465,0.2126326025601984,0.2126326025601984,4.521429809471118,0.003817104466755233
48,0.048,0.9769273393540023,-0.9576290624091213,0.2171538630611053,0.2171538630611053,4.521260500906867,0.003895482029503738
49,0.049,0.9759598950895793,-0.9772594664348448,0.2216749512951994,0.2216749512951994,4.521088234094052,0.003973687325439429
50,0.05,0.974972830280877,-0.9968701509673811,0.2261958643373621,0.2261958643373621,4.520913042162757,0.004051717429443824
51,0.051,0.9739661648443022,-1.016460722180474,0.2307165992956065,0.2307165992956065,4.520734958244395,0.004129569449529857
52,0.052,0.9729399190898421,-1.036030786737607,0.2352371533110476,0.2352371533110476,4.520554015441099,0.004207240526812567
53,0.053,0.9718941137205729,-1.055579951798947,0.2397575235578446,0.2397575235578446,4.520370246797023,0.004284727835451224
54,0.054,0.9708287698321584,-1.075107825028153,0.2442777072431141,0.2442777072431141,4.520183685269432,0.004362028582562294
55,0.055,0.9697439089123439,-1.09461401459908,0.2487977016068147,0.2487977016068147,4.519994363700676,0.004439140008104608
56,0.056,0.9686395528404422,-1.114098129202347,0.2533175039216058,0.2533175039216058,4.51980231479104,0.004516059384737287
57,0.057,0.9675157238868142,-1.133559778051802,0.2578371114926776,0.2578371114926776,4.519607571071778,0.004592784017650675
58,0.058,0.9663724447123421,-1.152998570890863,0.2623565216575567,0.2623565216575567,4.519410164879107,0.004669311244371421
59,0.059,0.9652097383678964,-1.172414117998751,0.2668757317858865,0.2668757317858865,4.519210128329783,0.004745638434542843
60,0.06,0.9640276282937978,-1.191806030196609,0.271394739279182,0.271394739279182,4.519007493295507,0.004821762989680012
61,0.061,0.9628261383192719,-1.211173918853518,0.275913541570562,0.275913541570562,4.518802291380071,0.004897682342901721
62,0.062,0.9616052926618983,-1.2305173958924,0.2804321361244593,0.2804321361244593,4.518594553897244,0.004973393958640604
63,0.063,0.9603651159270534,-1.249836073795831,0.2849505204363073,0.2849505204363073,4.518384311848029,0.005048895332330217
64,0.064,0.9591056331073489,-1.269129565611739,0.2894686920322079,0.2894686920322079,4.518171595900562,0.005124183990072417
65,0.065,0.9578268695820628,-1.28839748495902,0.2939866484685777,0.2939866484685777,4.51795643636987,0.005199257488283926
66,0.066,0.9565288511165662,-1.307639446033052,0.298504387331777,0.298504387331777,4.517738863199279,0.005274113413324844
67,0.067,0.9552116038617434,-1.326855063611125,0.3030219062377201,0.3030219062377201,4.517518905943037,0.005348749381109519
68,0.068,0.9538751543534083,-1.346043953057777,0.3075392028314686,0.3075392028314686,4.517296593748495,0.005423163036699652
69,0.06900000000000001,0.9525195295117138,-1.365205730330052,0.3120562747868099,0.3120562747868099,4.517071955341341,0.005497352053882631
70,0.07000000000000001,0.9511447566405568,-1.384340011982683,0.3165731198058204,0.3165731198058204,4.516845019010503,0.005571314134734773
71,0.07100000000000001,0.9497508634269786,-1.403446415173192,0.3210897356184157,0.3210897356184157,4.516615812595266,0.005645047009171678
72,0.07200000000000001,0.948337877940558,-1.42252455766692,0.3256061199818879,0.3256061199818879,4.516384363472177,0.005718548434485493
73,0.073,0.9469058286328031,-1.441574057841988,0.3301222706804319,0.3301222706804319,4.516150698544111,0.005791816194871235
74,0.074,0.9454547443365349,-1.460594534694202,0.3346381855246618,0.3346381855246618,4.515914844229914,0.005864848100942788
75,0.075,0.9439846542652663,-1.479585607841889,0.3391538623511182,0.3391538623511182,4.515676826456367,0.005937641989240794
76,0.076,0.9424955880125799,-1.498546897530675,0.3436692990217669,0.3436692990217669,4.515436670648683,0.006010195721731115
77,0.077,0.9409875755514953,-1.517478024638225,0.3481844934234928,0.3481844934234928,4.51519440172587,0.006082507185298569
78,0.078,0.9394606472338365,-1.536378610678922,0.3526994434675864,0.3526994434675864,4.514950044093631,0.006154574291233839
79,0.079,0.9379148337895927,-1.555248277808505,0.3572141470892273,0.3572141470892273,4.514703621640854,0.006226394974716332
80,0.08,0.9363501663262739,-1.574086648828676,0.3617286022469641,0.3617286022469641,4.514455157736792,0.006297967194294762
81,0.081,0.9347666763282638,-1.592893347191661,0.3662428069221915,0.3662428069221915,4.514204675227447,0.006369288931363848
82,0.082,0.9331643956561654,-1.611667997004748,0.370756759118629,0.370756759118629,4.513952196437517,0.006440358189643003
83,0.083,0.9315433565461456,-1.630410223034796,0.3752704568617967,0.3752704568617967,4.513697743167673,0.006511172994652314
84,0.08400000000000001,0.9299035916092717,-1.649119650712723,0.3797838981984953,0.3797838981984953,4.513441336698561,0.006581731393192514
85,0.08500000000000001,0.9282451338308467,-1.667795906137975,0.3842970811962869,0.3842970811962869,4.513182997791628,0.00665203145282578
86,0.08600000000000001,0.9265680165697364,-1.686438616082982,0.3888100039429812,0.3888100039429812,4.512922746694232,0.006722071261361651
87,0.08700000000000001,0.9248722735576963,-1.70504740799761,0.3933226645461245,0.3933226645461245,4.512660603143311,0.0067918489263466
88,0.08799999999999999,0.9231579388986909,-1.723621910013598,0.3978350611324962,0.3978350611324962,4.512396586371817,0.006861362574560048
89,0.089,0.92142504706821,-1.742161750949003,0.4023471918476119,0.4023471918476119,4.512130715115688,0.006930610351517374
90,0.09,0.9196736329125793,-1.760666560312651,0.4068590548552345,0.4068590548552345,4.51186300762257,0.006999590420981583
91,0.091,0.9179037316482689,-1.779135968308585,0.4113706483368934,0.4113706483368934,4.511593481658855,0.007068300964482022
92,0.092,0.9161153788611945,-1.797569605840533,0.4158819704914151,0.4158819704914151,4.511322154521764,0.007136740180845424
93,0.093,0.9143086105060165,-1.815967104516395,0.4203930195344647,0.4203930195344647,4.511049043049549,0.007204906285736612
94,0.094,0.9124834629054321,-1.834328096652745,0.4249037936980983,0.4249037936980983,4.510774163633598,0.007272797511211848
95,0.095,0.9106399727494664,-1.852652215279356,0.4294142912303293,0.4294142912303293,4.510497532231035,0.007340412105284522
96,0.096,0.9087781770947552,-1.870939094143758,0.4339245103947078,0.4339245103947078,4.510219164378433,0.007407748331504593
97,0.097,0.9068981133638254,-1.889188367715828,0.4384344494699151,0.4384344494699151,4.509939075207354,0.007474804468553586
98,0.098,0.9049998193443717,-1.907399671192412,0.4429441067493735,0.4429441067493735,4.509657279458342,0.007541578809853566
99,0.099,0.9030833331885249,-1.925572640501992,0.4474534805408725,0.4474534805408725,4.509373791499012,0.007608069663194217
100,0.1,0.9011486934121195,-1.943706912309385,0.4519625691662112,0.4519625691662112,4.509088625338771,0.007674275350374626
101,0.101,0.8991959388939548,-1.961802124020508,0.4564713709608598,0.4564713709608598,4.508801794648572,0.007740194206864837
102,0.102,0.8972251088750512,-1.979857913787171,0.4609798842736377,0.4609798842736377,4.508513312777902,0.007805824581484377
103,0.103,0.8952362429579018,-1.997873920511942,0.4654881074664127,0.4654881074664127,4.508223192774992,0.007871164836101008
104,0.104,0.8932293811057198,-2.015849783853054,0.4699960389138175,0.4699960389138175,4.507931447404796,0.007936213345347387
105,0.105,0.891204563641679,-2.033785144229383,0.474503677002989,0.474503677002989,4.507638089171487,0.008000968496360505
106,0.106,0.8891618312481518,-2.05167964282548,0.4790110201333258,0.4790110201333258,4.507343130336845,0.008065428688538989
107,0.107,0.887101224965941,-2.069532921596672,0.483518066716268,0.483518066716268,4.507046582942205,0.008129592333322833
108,0.108,0.8850227861935059,-2.087344623274233,0.4880248151750993,0.4880248151750993,4.506748458831307,0.008193457853995778
109,0.109,0.8829265566861839,-2.105114391370622,0.4925312639447701,0.4925312639447701,4.506448769670763,0.00825702368550818
110,0.11,0.8808125785554065,-2.122841870184788,0.4970374114717422,0.4970374114717422,4.506147526972144,0.008320288274321963
111,0.111,0.8786808942679105,-2.140526704807569,0.5015432562138589,0.5015432562138589,4.505844742116623,0.008383250078280224
112,0.112,0.8765315466449435,-2.158168541127149,0.5060487966402345,0.5060487966402345,4.505540426375627,0.00844590756649749
113,0.113,0.8743645788614629,-2.175767025834601,0.5105540312311697,0.5105540312311697,4.50523459093521,0.008508259219274339
114,0.114,0.8721800344453312,-2.193321806429515,0.5150589584780892,0.5150589584780892,4.504927246919528,0.00857030352803545
115,0.115,0.8699779572765038,-2.210832531225699,0.5195635768835019,0.5195635768835019,4.504618405412604,0.008632038995289748
116,0.116,0.867758391586213,-2.228298849356977,0.5240678849609856,0.5240678849609856,4.504308077483694,0.008693464134615025
117,0.117,0.8655213819561431,-2.245720410783064,0.5285718812351959,0.5285718812351959,4.503996274210382,0.008754577470667102
118,0.118,0.863266973317604,-2.263096866295525,0.5330755642418964,0.5330755642418964,4.50368300670045,0.008815377539209135
119,0.119,0.8609952109506948,-2.280427867523833,0.5375789325280143,0.5375789325280143,4.503368286117855,0.008875862887168684
120,0.12,0.8587061404834624,-2.297713066941503,0.5420819846517182,0.5420819846517182,4.503052123704002,0.008936032072714317
121,0.121,0.8563998078910559,-2.314952117872326,0.5465847191825196,0.5465847191825196,4.502734530801407,0.008995883665357307
122,0.122,0.8540762594948716,-2.332144674496685,0.5510871347013977,0.5510871347013977,4.502415518878085,0.009055416246077086
123,0.123,0.8517355419616947,-2.349290391857966,0.555589229800946,0.555589229800946,4.502095099548349,0.009114628407467018
124,0.124,0.8493777023028314,-2.366388925869054,0.5600910030855422,0.5600910030855422,4.501773284596107,0.009173518753904819
125,0.125,0.8470027878732376,-2.383439933318934,0.5645924531715395,0.5645924531715395,4.501450085997334,0.009232085901743736
126,0.126,0.8446108463706387,-2.400443071879357,0.5690935786874813,0.5690935786874813,4.501125515941835,0.009290328479527155
127,0.127,0.8422019258346435,-2.417398000111624,0.5735943782743357,0.5735943782743357,4.500799586854338,0.009348245128223187
128,0.128,0.8397760746458512,-2.434304377473438,0.5780948505857509,0.5780948505857509,4.500472311415256,0.009405834501480026
129,0.129,0.837333341524952,-2.451161864325859,0.5825949942883334,0.5825949942883334,4.500143702582444,0.009463095265904164
130,0.13,0.8348737755318193,-2.467970121940341,0.5870948080619428,0.5870948080619428,4.499813773609414,0.009520026101355161
131,0.131,0.8323974260645964,-2.484728812505855,0.5915942906000098,0.5915942906000098,4.499482538066975,0.00957662570126383
132,0.132,0.8299043428587757,-2.501437599136104,0.5960934406098695,0.5960934406098695,4.499150009859672,0.009632892772965085
133,0.133,0.8273945759862693,-2.518096145876818,0.600592256813116,0.600592256813116,4.498816203246544,0.009688826038053322
134,0.134,0.8248681758544747,-2.534704117713138,0.6050907379459729,0.6050907379459729,4.498481132856887,0.009744424232751792
135,0.135,0.8223251932053298,-2.551261180577072,0.6095888827596811,0.6095888827596811,4.498144813708246,0.009799686108301731
136,0.136,0.819765679114364,-2.567767001355048,0.6140866900209038,0.6140866900209038,4.497807261222616,0.009854610431365929
