step,time,au,av,phase,phase_unwrapped,omega_inst,phase_drift,au_exact,av_exact
0,0,1,0,-0,-0,0,-0,1,-0
1,0.025,0.9055135165064742,-7.558918679482039,0.4391322516377929,0.4391322516377929,17.56529006551171,-0.005156042178043718,0.9029167963079644,-7.63847763334236
2,0.05,0.6399095539578367,-13.68939832440895,0.877597316331395,0.877597316331395,17.53860258774408,-0.0109792713002782,0.6305174821100763,-13.79381950673505
3,0.07500000000000001,0.2533800271257018,-17.23296382216184,1.315212178276483,1.315212178276483,17.50459447780351,-0.01765270317102696,0.2356928536180243,-17.27086500240068
4,0.1,-0.1810314876296971,-17.51995735827007,1.752404047739309,1.752404047739309,17.48767477851306,-0.02474912752403724,-0.2048954095071392,-17.39448868813488
5,0.125,-0.5812329194068253,-14.49615718390018,2.189902978710297,2.189902978710297,17.49995723883951,-0.03153849036888623,-0.6056998670788134,-14.14068699701107
6,0.15,-0.8715971103524924,-8.732978091753198,2.628219499312288,2.628219499312288,17.53266082407965,-0.03751026358273135,-0.8888977575067851,-8.141238913734965
7,0.175,-0.9972530467803031,-1.319496822471669,3.067277465107177,3.067277465107177,17.56231863179553,-0.04274059160368004,-0.9995015638279071,-0.561035718923545
8,0.2,-0.9344551777453376,6.343326345268899,-2.776721918424184,3.506463388755401,17.56743694592899,-0.04784296177129166,-0.9160357423258035,7.128101765845391
9,0.225,-0.6950706183509581,12.80743840628145,-2.338113372372699,3.945071934806887,17.54434184205941,-0.0535227095356432,-0.6547065517008979,13.43320133927208
10,0.25,-0.3243365224044676,16.85128926943779,-1.900369842487015,4.382815464692571,17.5097411954274,-0.06006747346579466,-0.2662553420414157,17.13002446898541
11,0.275,0.1076883684932562,17.71070200238012,-1.463155749772536,4.82002955740705,17.48856370857914,-0.0671416745671527,0.1738937108290657,17.50077228915462
12,0.3,0.5193630850670335,15.22327532352207,-1.025757070807314,5.257428236372273,17.49594715860889,-0.07403128941776682,0.5802784466011828,14.47345802749197
13,0.325,0.832892252383276,9.859058061777334,-0.5875913960854841,5.695593911094102,17.52662698887319,-0.0801539085117744,0.8739926011143385,8.635884418207054
14,0.35,0.9890273435828048,2.63174923418498,-0.1486267282767531,6.134558578902833,17.55858671234924,-0.08547753451887985,0.9980067521888636,1.121512156854795
